,para,equity_curve
3102,"[690, 4.7]",7.057064350701152
2713,"[610, 1.8]",7.054034200068636
3147,"[700, 4.7]",7.031885325030553
4140,"[930, 0.5]",7.028496401825535
2232,"[500, 3.2]",7.015579257581472
3798,"[850, 2.3]",6.986941320496873
2509,"[560, 3.9]",6.967545920211454
3887,"[870, 2.2]",6.96654499844705
2669,"[600, 1.9]",6.964105021873078
2400,"[540, 2.0]",6.92418664892601
3367,"[750, 4.2]",6.9116574956225705
2463,"[550, 3.8]",6.9108054483028685
2506,"[560, 3.6]",6.903380325203226
2969,"[660, 4.9]",6.888670292637696
2968,"[660, 4.8]",6.888670292637696
2967,"[660, 4.7]",6.888670292637696
3120,"[700, 2.0]",6.88500895791701
3057,"[680, 4.7]",6.876933366186518
4021,"[900, 2.1]",6.865737048951213
3091,"[690, 3.6]",6.857225293636975
2534,"[570, 1.9]",6.845605655573789
3391,"[760, 2.1]",6.812980371474591
2467,"[550, 4.2]",6.8083323983397985
2505,"[560, 3.5]",6.808192004264447
2228,"[500, 2.8]",6.80026206039598
3515,"[790, 1.0]",6.7902425500534465
3245,"[730, 1.0]",6.783222668861244
2012,"[450, 3.7]",6.782671138446734
2656,"[600, 0.6]",6.754916524133327
2554,"[570, 3.9]",6.748676168240126
3344,"[750, 1.9]",6.743548187699464
2596,"[580, 3.6]",6.736540160172912
3166,"[710, 2.1]",6.734598070504994
3468,"[780, 0.8]",6.733062640041033
2822,"[630, 3.7]",6.726104807649092
2867,"[640, 3.7]",6.726104807649092
2868,"[640, 3.8]",6.726104807649092
2823,"[630, 3.8]",6.726104807649092
4330,"[970, 1.5]",6.723902047955383
3192,"[710, 4.7]",6.688987994680139
2512,"[560, 4.2]",6.688976765009363
3289,"[740, 0.9]",6.687985589831308
2551,"[570, 3.6]",6.686526190785861
4109,"[920, 1.9]",6.683357160709339
3211,"[720, 2.1]",6.678610695954273
3012,"[670, 4.7]",6.674095930746747
3013,"[670, 4.8]",6.674095930746747
3181,"[710, 3.6]",6.671851378980815
3523,"[790, 1.8]",6.662238825084967
3478,"[780, 1.8]",6.662238825084967
4066,"[910, 2.1]",6.653006871450871
4367,"[980, 0.7]",6.652793891159428
3290,"[740, 1.0]",6.650989828887895
3848,"[860, 2.8]",6.6438450837962
2445,"[550, 2.0]",6.611232668459038
2187,"[490, 3.2]",6.609567737956966
2399,"[540, 1.9]",6.608211217333939
2550,"[570, 3.5]",6.594327996418569
2489,"[560, 1.9]",6.587533484963999
3233,"[720, 4.3]",6.5783637842874505
3234,"[720, 4.4]",6.5783637842874505
3298,"[740, 1.8]",6.572828369906105
3368,"[750, 4.3]",6.569732117163592
3003,"[670, 3.8]",6.566993944106146
3002,"[670, 3.7]",6.566993944106146
3661,"[820, 2.1]",6.54557061381963
2325,"[520, 3.5]",6.528676526657777
3004,"[670, 3.9]",6.518964873182367
2322,"[520, 3.2]",6.510391400350144
2640,"[590, 3.5]",6.509148421214698
4381,"[980, 2.1]",6.501655935508491
2912,"[650, 3.7]",6.5010291878703095
2913,"[650, 3.8]",6.5010291878703095
3706,"[830, 2.1]",6.493953702770169
4155,"[930, 2.0]",6.491403765061042
3278,"[730, 4.3]",6.486159123678651
2557,"[570, 4.2]",6.47885763522324
3225,"[720, 3.5]",6.467151085547976
2188,"[490, 3.3]",6.4493701965568375
3335,"[750, 1.0]",6.446074796246179
3612,"[810, 1.7]",6.440064707956727
4404,"[980, 4.4]",6.428101323222067
4449,"[990, 4.4]",6.428101323222067
2595,"[580, 3.5]",6.426104824924249
2358,"[530, 2.3]",6.425318265532258
2513,"[560, 4.3]",6.422246900204367
2821,"[630, 3.6]",6.421798485865971
3045,"[680, 3.5]",6.39895581870042
2460,"[550, 3.5]",6.395505365726932
3048,"[680, 3.8]",6.3953766138695
3047,"[680, 3.7]",6.3953766138695
2143,"[480, 3.3]",6.389063781988787
2623,"[590, 1.8]",6.388127224456086
3270,"[730, 3.5]",6.387286635825616
3980,"[890, 2.5]",6.364347792255358
2277,"[510, 3.2]",6.3630771963427355
3226,"[720, 3.6]",6.362949180992463
3570,"[800, 2.0]",6.332873451359527
3693,"[830, 0.8]",6.330466554267818
3786,"[850, 1.1]",6.315133226621318
2097,"[470, 3.2]",6.303228327629054
4450,"[990, 4.5]",6.285628289254816
2599,"[580, 3.9]",6.271174768735863
2326,"[520, 3.6]",6.256757915953123
3343,"[750, 1.8]",6.240396210782745
4323,"[970, 0.8]",6.234819523844259
4188,"[940, 0.8]",6.220628895493325
3514,"[790, 0.9]",6.207808967086283
4156,"[930, 2.1]",6.192959130231857
2602,"[580, 4.2]",6.192120408870425
2647,"[590, 4.2]",6.192120408870425
3059,"[680, 4.9]",6.184817147014353
3058,"[680, 4.8]",6.184817147014353
3323,"[740, 4.3]",6.184690652368556
3436,"[770, 2.1]",6.172836806556055
2047,"[460, 2.7]",6.16985756816327
2558,"[570, 4.3]",6.151228197424125
1964,"[440, 3.4]",6.1421945846831045
3412,"[760, 4.2]",6.141844425454295
2648,"[590, 4.3]",6.123158256405481
2620,"[590, 1.5]",6.122571489882277
3049,"[680, 3.9]",6.113440337331181
3334,"[750, 0.9]",6.10917500167937
3932,"[880, 2.2]",6.1056062551720505
3154,"[710, 0.9]",6.0790454417285655
3315,"[740, 3.5]",6.07764686955276
2415,"[540, 3.5]",6.0770796095554
4405,"[980, 4.5]",6.074550964295489
4360,"[970, 4.5]",6.074550964295489
2233,"[500, 3.3]",6.074547544908521
3705,"[830, 2.0]",6.066788147280199
3843,"[860, 2.3]",6.062355171866408
2353,"[530, 1.8]",6.059420949896563
3559,"[800, 0.9]",6.057004141999886
3014,"[670, 4.9]",6.036944334365635
3750,"[840, 2.0]",6.029824439810973
3104,"[690, 4.9]",6.024019116597637
3103,"[690, 4.8]",6.024019116597637
3481,"[780, 2.1]",6.022806480450851
4226,"[940, 4.6]",6.003811480015763
3413,"[760, 4.3]",6.003691292770072
3977,"[890, 2.2]",5.991050106925389
3256,"[730, 2.1]",5.956414937398177
3469,"[780, 0.9]",5.931548843272832
1922,"[430, 3.7]",5.930898716945605
1923,"[430, 3.8]",5.930898716945605
4200,"[940, 2.0]",5.909865469412209
4243,"[950, 1.8]",5.9092659521112445
3137,"[700, 3.7]",5.903488249589159
3377,"[760, 0.7]",5.899295151042798
2603,"[580, 4.3]",5.878990989678795
4201,"[940, 2.1]",5.868918788308586
3915,"[880, 0.5]",5.863217531649608
3260,"[730, 2.5]",5.854881880279477
3285,"[740, 0.5]",5.846011622508241
2009,"[450, 3.4]",5.845294706125541
3238,"[720, 4.8]",5.845008151960685
2401,"[540, 2.1]",5.844294719599312
2062,"[460, 4.2]",5.842568523950507
3568,"[800, 1.8]",5.837775297138634
2531,"[570, 1.6]",5.8363369039573625
2957,"[660, 3.7]",5.83165490063067
2958,"[660, 3.8]",5.83165490063067
2579,"[580, 1.9]",5.828108166846202
3513,"[790, 0.8]",5.825643932138843
2567,"[580, 0.7]",5.823870541054905
1878,"[420, 3.8]",5.807367412826908
2107,"[470, 4.2]",5.805940057454514
2666,"[600, 1.6]",5.804513595148259
2641,"[590, 3.6]",5.803913677290562
2710,"[610, 1.5]",5.796458187872526
3660,"[820, 2.0]",5.793702573029636
3799,"[850, 2.4]",5.788689548797808
3330,"[750, 0.5]",5.7872565489451295
4199,"[940, 1.9]",5.771834484329382
3388,"[760, 1.8]",5.77023268559796
4451,"[990, 4.6]",5.767346991702168
4361,"[970, 4.6]",5.767346991702168
4315,"[960, 4.5]",5.767346991702168
4406,"[980, 4.6]",5.767346991702168
3888,"[870, 2.3]",5.7620651782430885
3283,"[730, 4.8]",5.759808460437736
3720,"[830, 3.5]",5.759195236459358
4316,"[960, 4.6]",5.748517422261735
3765,"[840, 3.5]",5.7241056300959015
3378,"[760, 0.8]",5.714638739755408
3558,"[800, 0.8]",5.711074392123387
3148,"[700, 4.8]",5.709823454655342
3149,"[700, 4.9]",5.709823454655342
4025,"[900, 2.5]",5.706131984251452
4452,"[990, 4.7]",5.7020581992095085
4407,"[980, 4.7]",5.7020581992095085
4271,"[950, 4.6]",5.7020581992095085
3092,"[690, 3.7]",5.700267733682349
3093,"[690, 3.8]",5.700267733682349
2522,"[570, 0.7]",5.700149678563964
3174,"[710, 2.9]",5.677252142721504
3094,"[690, 3.9]",5.6693410349752345
3933,"[880, 2.3]",5.659424976926969
3766,"[840, 3.6]",5.639086566673659
3301,"[740, 2.1]",5.618162549589761
3423,"[770, 0.8]",5.611219536265289
2865,"[640, 3.5]",5.604994278351664
2820,"[630, 3.5]",5.604994278351664
2910,"[650, 3.5]",5.592767930617129
2755,"[620, 1.5]",5.591711472787883
3379,"[760, 0.9]",5.590278473358129
3050,"[680, 4.0]",5.5799322481794755
4022,"[900, 2.2]",5.578290213627917
3155,"[710, 1.0]",5.567418000296596
2446,"[550, 2.1]",5.5665536356099565
4288,"[960, 1.8]",5.564651772876996
3978,"[890, 2.3]",5.5532402837855726
3193,"[710, 4.8]",5.547730261855398
2278,"[510, 3.3]",5.5437776479266905
3020,"[680, 1.0]",5.5435086603420975
2758,"[620, 1.8]",5.542005474890619
3000,"[670, 3.5]",5.540340434203834
3182,"[710, 3.7]",5.539505688280667
3031,"[680, 2.1]",5.534879992444883
2371,"[530, 3.6]",5.528092060598013
2052,"[460, 3.2]",5.522918398670689
3305,"[740, 2.5]",5.518321897550348
3279,"[730, 4.4]",5.5137142123204885
2323,"[520, 3.3]",5.510680008638393
2757,"[620, 1.7]",5.509537100561453
2778,"[620, 3.8]",5.509163139347565
4333,"[970, 1.8]",5.507708119097684
3332,"[750, 0.7]",5.506308935720243
3373,"[750, 4.8]",5.492099849147573
3328,"[740, 4.8]",5.492099849147573
3374,"[750, 4.9]",5.492099849147573
